age,income,frq,rcn,mnt,clothes,kitchen,small_appliances,toys,house_keeping,dependents,per_net_purchase,gender,education,status,description,birth_year,spent_online,oh_education_2nd Cycle,oh_education_Graduation,oh_education_Master,oh_education_PhD,oh_status_Married,oh_status_Single,oh_status_Together,oh_status_Widow,oh_gender_M,oh_dependents_1.0,oh_description_Kind of OK,oh_description_Meh...,oh_description_OK nice!,oh_description_Take my money!!,PC0,PC1,PC2
67,0.17990715644477762,-0.2738988970078361,-0.6718546897051318,491,0.38371034236211915,-0.3798554007969435,0.3434780932105166,-0.6644447417000394,-0.7645399448635435,True,-0.7164698046777648,M,Graduation,Together,OK nice!,1957,-0.21349239743406637,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.754146974390622,0.30577619511072934,0.682237588078957
70,0.9194861192057584,1.1000106313154348,0.05911061127341558,1407,-1.0521241260264882,-0.5166461649215413,0.8198611277652907,1.9461899518420707,0.5617918459954726,False,-1.0411236369238257,F,2nd Cycle,Widow,Take my money!!,1954,0.8615608136262946,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21591083154669458,-2.6218280778388854,0.010242223990327756
45,-0.46016815529659927,-0.9150566768920292,-0.8047574717012314,81,1.1233826442592805,-0.9270184572953344,-0.6092879758990317,-0.8094800024523788,-0.8971731239494452,True,0.5280365522654683,M,Graduation,Married,Meh...,1979,-0.8083251171836655,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4212303146049092,2.263021732068074,0.1636618781097252
42,-0.7430800483468047,-0.9150566768920292,1.5874926042285602,20,-0.2254315533178961,-0.9270184572953344,0.3434780932105166,1.366048908832713,-0.23400722851993705,True,1.5019980490036506,M,PhD,Together,Meh...,1982,-0.975141673275804,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.6632881616803994,1.232939051964309,0.9241802873682797
32,-1.853219269571054,-1.3730265196664528,-0.5057262122100074,16,-1.965836969546511,2.9031229381934014,0.502272438062108,3.1064720378607866,-0.49927358669174027,False,0.47392758022445813,M,Graduation,Single,Kind of OK,1992,-1.0097863634457218,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-4.3370298001814565,-0.9706581886277008,-0.8424713236711396
86,1.550018476588929,2.1991382539740516,0.6571731302558634,2039,-1.4002052092722113,-0.7902276931707367,0.502272438062108,1.075978387328034,3.214455427713505,False,-1.0411236369238257,M,2nd Cycle,Together,OK nice!,1938,1.7238813894994547,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6264970035973904,-3.841511538777925,-0.7817660621102123
34,-1.6294002862005101,-1.0982446140017987,-0.0073407797246341795,36,-1.4002052092722113,1.3984245328228266,-0.05350776891846189,2.3812957340990892,0.6944250250813743,False,0.419818608183448,M,Graduation,Together,Meh...,1990,-0.9514124334333945,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-3.498275344099598,-0.4502145818026493,-0.8777889327555872
36,-1.0860758501831007,-0.9150566768920292,0.49104465276073905,52,-0.9215937198093421,0.7144707121998383,1.3756413347458605,0.35080208356633674,-0.49927358669174027,True,0.9609083285935494,M,2nd Cycle,Together,Meh...,1988,-0.8731059419534434,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-2.1368531657020147,0.3462629799144244,1.2762065212175269
77,0.70546701588768,-0.6402747712273751,-0.2731463437168332,394,-1.7047761571122189,-0.3798554007969435,-1.1650681828796015,3.9766836023748233,3.877621323143013,False,-1.4739954132519066,M,1st Cycle,Married,Meh...,1947,-0.7075944940526373,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.7085090339281908,-2.8731280893964244,-2.4003361916739814
29,-0.9962252645335284,-0.7318687397822597,-1.6021741636778284,118,-2.0093471049522265,3.039913702317999,-1.00627383802801,0.7859078658233551,4.142887681314816,False,0.798581412470519,M,1st Cycle,Widow,Meh...,1995,-0.659186844774122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-4.222612614844078,-1.626592025146885,-3.267692628079608
42,-0.7346749077774616,-1.006650645446914,-0.33959773471488297,52,-1.269674803055065,0.5776799480752405,1.772627196874839,0.35080208356633674,0.031259129651866176,True,0.798581412470519,F,Graduation,Together,OK nice!,1982,-0.882360345491983,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.2837109811802656,-0.20928947198176578,1.2472210620140565
43,-1.075284971024206,-0.18230492845295138,0.22523908876853999,304,0.6882812902021267,-0.3798554007969435,-0.45049363104744033,-0.5194094809477,-0.36664040760583866,True,0.9609083285935494,F,Master,Married,Kind of OK,1981,0.023859324089634402,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0008385415353477296,1.6383270527825526,-0.09949281622992875
78,1.2561321860267864,1.1916045998703195,-1.2699172086875796,1595,-0.7040430427807652,-0.24306463667234582,0.8198611277652907,0.4958373443186762,0.5617918459954726,False,-1.6363223293749372,M,2nd Cycle,Married,Take my money!!,1946,0.07725011373505569,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7862156764812036,-2.4377623485374844,0.1466918306752297
53,-0.40195613371154143,-0.9150566768920292,1.5542669087295353,65,0.8188116964192729,-0.7902276931707367,-0.21230211377005326,-0.9545152632047184,-0.49927358669174027,True,1.2855621608396102,F,Master,Together,Kind of OK,1971,-0.8036979154143956,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.14366967981127277,2.2917246853321536,1.0404532928975476
48,-1.354379682331129,-0.9150566768920292,-1.170240122190505,41,0.5142407485792653,-0.5166461649215413,-0.8474794931764188,0.35080208356633674,0.031259129651866176,True,0.47392758022445813,M,Graduation,Married,Kind of OK,1976,-0.9341494114480416,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.9509210466952409,1.697392138389544,-0.745720109257565
63,0.7404456139775666,0.4588528514312417,0.29169047976658974,767,1.079872508853565,-0.5166461649215413,-1.0856710104538059,-0.3743742201953605,-0.49927358669174027,False,0.5280365522654683,M,2nd Cycle,Married,Kind of OK,1961,1.3078484919624103,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.876293388987545,0.7159820074521711,-0.872071268740673
38,-1.4526354085500444,-1.006650645446914,1.5874926042285602,19,1.1233826442592805,-0.6534369290461389,-0.9268766656022145,-0.9545152632047184,-0.36664040760583866,True,1.1773442167575898,F,Master,Married,Meh...,1986,-0.9860571236033124,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.5053569082006103,2.9666151439311386,0.47599663016215554
84,1.8149088673703682,1.5579804740898584,-0.0073407797246341795,1852,-1.3566950738664958,-0.5166461649215413,1.5344356795974519,1.2210136480803735,0.9596913832531775,False,-1.582213357333927,F,2nd Cycle,Widow,Take my money!!,1940,0.3700689333903884,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5661133156874602,-3.5021152247570875,0.8090946557428399
42,-0.5948706264297406,-1.0982446140017987,-1.0373373401944055,47,-1.3566950738664958,0.9880522404490336,0.8198611277652907,1.366048908832713,0.5617918459954726,True,1.0691262726755697,M,2nd Cycle,Single,Kind of OK,1982,-0.8853265004722841,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.7985700783723946,-0.4055539868155509,-0.23851359642990563
51,-0.17186082266694644,-0.9150566768920292,0.09233630677244047,63,0.5577508839849806,-0.7902276931707367,0.18468374835892518,-0.6644447417000394,-0.6319067657776419,True,0.798581412470519,M,Graduation,Single,Kind of OK,1973,-0.8451647620390061,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.099102656364175,1.6786757540279122,0.9157530564935014
57,-0.030147950447584327,1.5579804740898584,0.3913675662636644,1340,1.297423185882142,-0.7902276931707367,-1.6414512174343756,-0.3743742201953605,-0.23400722851993705,True,1.0150173006345595,M,Graduation,Divorced,Take my money!!,1967,3.7908761490721368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0005111577731,0.5437301776436053,-2.142893641196765
69,0.6208283514645127,-0.36549286556272087,1.1555585627412366,445,0.07913939452211151,-0.6534369290461389,0.6610667829136994,-0.3743742201953605,-0.49927358669174027,True,-0.2294890563086736,F,PhD,Single,Kind of OK,1955,-0.05504039838637713,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5061283553776335,0.12310170425125166,1.3769686903535456
48,-0.8423634773427577,-0.4570868341176056,1.388138431234411,180,-0.442982230346473,-0.6534369290461389,1.6932300244490432,-0.22933895944302105,-0.7645399448635435,True,0.5821455243064784,M,1st Cycle,Together,Kind of OK,1976,-0.4922516424827714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.8262702006007563,0.58924175833561,2.3017552938074353
88,1.4399808721046898,1.9243563483093973,-0.7383060807031816,2040,-0.2254315533178961,0.03051689157684963,0.6610667829136994,-0.08430369869068159,-0.36664040760583866,False,-1.5281043852929168,F,1st Cycle,Together,OK nice!,1936,0.6360737120237986,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.9142545769124537,-2.253215721736992,0.27774638733703144
28,-1.2622901727744391,-0.5486808026724903,0.4245932617626893,150,-1.965836969546511,2.9031229381934014,-0.13290494134425757,1.5110841695850523,2.0207568159403904,True,0.9609083285935494,M,1st Cycle,Widow,Meh...,1996,-0.5242861162700242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-3.9578310591149615,-1.3637489017335904,-1.5736485572234402
45,-0.786427083335426,-1.0982446140017987,0.9229786942480624,30,0.25317993614497303,0.3040984198260451,-0.37109645862164464,-0.9545152632047184,0.429158666909571,True,0.3116006641014277,F,Graduation,Married,OK nice!,1979,-0.972768749291563,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0115011114929366,1.361548238989968,0.3535640426421336
28,-2.118770326423446,-1.006650645446914,1.354912735735386,25,-1.965836969546511,2.6295414099442063,-1.0856710104538059,1.8011546910897314,3.4797217858853084,True,1.0691262726755697,M,1st Cycle,Single,OK nice!,1996,-0.9662432083349005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-5.039195181858308,-0.8058667651353384,-2.2539014407758193
66,0.5431633844569576,0.6420407885410112,-1.3031429041866045,1019,0.16615966533354226,0.03051689157684963,-0.13290494134425757,0.35080208356633674,-0.6319067657776419,True,-0.9329056928418054,M,Graduation,Married,Take my money!!,1958,0.45306194973921554,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0932155573598135,-0.8040395309601298,-0.5072324212810035
65,0.8294153115325352,0.8252287256507806,0.9562043897470874,1277,0.07913939452211151,0.8512614763244359,-0.45049363104744033,0.35080208356633674,-0.6319067657776419,False,-1.203450553046856,F,Graduation,Together,Take my money!!,1959,0.4569179512136071,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0084254813138867,-1.175731668245584,-0.20679811235264906
69,0.7453272021684951,0.0924769772117028,0.12556200227146536,601,0.47073061317354986,-0.7902276931707367,0.2640809207847209,-0.8094800024523788,-0.49927358669174027,True,-0.06716214018564322,F,PhD,Married,Kind of OK,1955,0.4035864846677918,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.3093473524852688,0.2932347338822936,0.6812142067610594
45,-0.9212763691510013,-0.7318687397822597,-1.2699172086875796,90,0.03562925911639614,-0.6534369290461389,0.5816696104879037,-0.5194094809477,0.031259129651866176,True,0.9067993565525392,F,2nd Cycle,Married,Meh...,1979,-0.7431883538162516,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.829156532915288,1.2473593344360485,0.4641450439690431
70,0.5791329816532733,0.5504468199861264,-0.7050803852041567,1018,-0.5300025011579037,0.03051689157684963,0.740463955339495,-0.3743742201953605,0.5617918459954726,False,-0.9329056928418054,M,Graduation,Married,OK nice!,1954,0.45157887224906496,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4811556988753193,-1.436055099960058,0.2419196556247165
45,-1.2342118647589477,-1.281432551111568,-0.1734692572197586,25,1.427953592099288,-0.7902276931707367,-1.2444653553053973,-0.8094800024523788,-0.7645399448635435,True,-0.06716214018564322,F,Graduation,Together,Kind of OK,1979,-0.9973878356280629,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.14342468044173787,2.740478135415879,-0.05897080855869441
38,-1.018944836640181,-0.8234627083371445,-1.6686255546758781,84,0.8623218318249882,-0.9270184572953344,-0.13290494134425757,-0.8094800024523788,-0.7645399448635435,True,0.5280365522654683,F,Graduation,Married,Kind of OK,1986,-0.7990707136451257,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.049940654519013965,2.094059376860357,0.19339553671835882
84,1.5946134363782387,1.6495744426447432,0.6903988257548883,1854,-0.7475531781864806,0.9880522404490336,0.3434780932105166,1.6561194303373918,-0.7645399448635435,False,-1.3657774691698865,F,1st Cycle,Divorced,Take my money!!,1940,0.8115514406584166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9683712112593768,-2.8876871899573575,-0.10994520317783227
60,0.36779324628961435,-0.4570868341176056,-0.3728234302139079,298,1.0363623734478498,-0.6534369290461389,-0.9268766656022145,-0.6644447417000394,-0.49927358669174027,True,0.6362544963474885,M,Graduation,Married,Kind of OK,1964,-0.10356669386410453,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9195474354739571,1.5592568135105176,-0.3924622941855494
59,0.06432729769865708,0.367258882876357,0.025884915774390702,719,-0.48649236575218835,0.5776799480752405,-0.6886851483248274,-0.08430369869068159,2.0207568159403904,False,0.09516477593738719,M,2nd Cycle,Single,OK nice!,1965,0.8185515664119274,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.4233292972635706,-0.9392341752648508,-1.4669024616574111
29,-1.648009047199012,-0.6402747712273751,-0.904434558198306,46,-1.835306563329365,3.176704466442597,-0.21230211377005326,-0.6644447417000394,3.4797217858853084,True,1.5561070210446608,F,1st Cycle,Married,OK nice!,1995,-0.8644447694109639,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-4.180615458853697,-0.680892216506332,-1.99312218670588
38,-0.6480175414708275,-0.18230492845295138,-0.5389519077090322,263,0.07913939452211151,-0.24306463667234582,0.1052865759331295,-0.08430369869068159,-0.23400722851993705,True,1.6643249651266812,M,Graduation,Together,Kind of OK,1986,0.08075017661181111,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.4897031765209966,1.121626937501274,-0.17704428118061874
38,-0.43598043636560735,-0.8234627083371445,1.5542669087295353,122,-1.7047761571122189,0.03051689157684963,1.6932300244490432,1.8011546910897314,0.6944250250813743,True,0.6903634683884987,M,2nd Cycle,Single,Kind of OK,1986,-0.6601360143678184,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.709122551071523,-0.9998261552201178,1.3781696455214072
56,-0.2303297699462637,-0.09071095989806666,0.5574960437587888,493,1.6019941337221495,-0.9270184572953344,-1.4826568725827842,-0.8094800024523788,-0.7645399448635435,True,-0.44592494447271414,M,Graduation,Divorced,Meh...,1968,-0.06382021712806857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.5803331748134268,1.7885926141918345,-0.2618938845019379
74,0.5360795760295199,0.4588528514312417,-0.8047574717012314,899,-0.48649236575218835,-0.3798554007969435,0.502272438062108,0.2057668228139973,0.8270582041672758,False,-0.5541428885547344,M,1st Cycle,Single,OK nice!,1950,0.6484129167418514,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.33537650234995264,-1.292499113451776,-0.1790834081739024
78,0.9372506957802653,0.8252287256507806,-1.5357227726797786,1280,-0.442982230346473,-0.6534369290461389,1.6138328520232477,-0.3743742201953605,-0.36664040760583866,False,-1.3657774691698865,F,PhD,Married,OK nice!,1946,0.23267663470283761,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1962785971436427,-1.646132759597218,1.178689113708639
40,-1.9003467826323492,-0.9150566768920292,-1.2699172086875796,31,-0.13841128250646537,-0.3798554007969435,0.5816696104879037,0.2057668228139973,-0.36664040760583866,True,0.6903634683884987,M,Graduation,Single,OK nice!,1984,-0.9570481278959667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.5808088750440947,1.3601758332666611,0.4112257057630662
71,0.6204246110878193,0.4588528514312417,-0.7383060807031816,830,-0.7040430427807652,-0.10627387254774809,-1.0856710104538059,2.09122521259441,2.1533899950262922,True,-0.6623608326367547,M,1st Cycle,Married,Meh...,1953,0.4189511674657519,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-0.6288010626716197,-1.8654771932066645,-2.1811569843961034
41,-1.0049240344677395,-0.18230492845295138,-1.6021741636778284,299,0.38371034236211915,-0.9270184572953344,-0.13290494134425757,0.2057668228139973,-0.23400722851993705,True,0.9609083285935494,M,1st Cycle,Single,OK nice!,1983,0.006062394207827304,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.16660410108246232,1.2356823526223213,-0.4992896291599997
84,1.1203286047753904,1.374792536980089,-0.638628994206107,1605,-0.18192141791218072,0.4408891839506428,0.8198611277652907,-0.5194094809477,-0.6319067657776419,False,-1.1493415810058458,F,Graduation,Married,OK nice!,1940,0.9412910594967903,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6782619801764458,-1.7740370304243052,0.38874302223556645
46,-0.6638735271736932,-0.4570868341176056,1.022655780745137,187,0.9928522380421344,-0.5166461649215413,-0.9268766656022145,-0.6644447417000394,-0.23400722851993705,True,1.1773442167575898,M,Graduation,Married,OK nice!,1978,-0.348215156639346,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.07031124153739264,2.1203057449481295,-0.06605989826199296
56,-0.018494535029390212,-0.5486808026724903,1.2552356492383112,184,1.9065650815621573,-0.7902276931707367,-2.038437079563354,-0.8094800024523788,-0.8971731239494452,True,0.9067993565525392,F,2nd Cycle,Married,Meh...,1968,-0.4141824434012443,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.2035020415498716,2.8648687063460936,-0.5013081346816783
37,-1.1885892021926006,-0.7318687397822597,-0.1734692572197586,71,-0.26894168872361146,0.03051689157684963,1.3756413347458605,-0.8094800024523788,-0.7645399448635435,True,0.9609083285935494,F,Master,Single,Kind of OK,1987,-0.8054776084025764,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.1363533985470031,1.1352795772126747,1.5472748625042798
70,0.7844533150371406,1.1916045998703195,-0.23992064821780834,1537,0.25317993614497303,0.03051689157684963,-0.8474794931764188,0.060731562061657855,0.5617918459954726,False,-1.5281043852929168,F,Graduation,Together,Take my money!!,1954,0.21832044459817995,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2658923747474682,-1.240908634376887,-0.8534558239622662
67,0.05093045792655992,0.6420407885410112,-0.47250051671098253,767,0.4272204777678345,0.7144707121998383,-1.1650681828796015,0.7859078658233551,-0.8971731239494452,True,0.6362544963474885,F,Master,Widow,OK nice!,1957,1.3988501267580506,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8433198611277685,0.06924670905198756,-1.7360953645177502
32,-1.179193062516828,-0.8234627083371445,-1.5357227726797786,49,-1.6612660217065034,2.6295414099442063,-0.45049363104744033,1.366048908832713,2.0207568159403904,True,1.4478890769626405,M,1st Cycle,Single,OK nice!,1992,-0.8576226129562712,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-3.8931063586495345,-0.7345387351290922,-2.301817616321317
50,-0.6283443740246794,-1.006650645446914,-0.10701786622170882,35,0.9058319672307036,-0.7902276931707367,-0.45049363104744033,-0.8094800024523788,-0.49927358669174027,True,1.2314531887986,M,PhD,Married,OK nice!,1974,-0.9232339611205334,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.2073060715283612,2.420075653899323,0.3189835720183202
43,-0.3698771255997252,-1.006650645446914,0.6903988257548883,63,-0.6170227719693344,-0.6534369290461389,1.772627196874839,-0.08430369869068159,-0.49927358669174027,True,0.798581412470519,M,PhD,Married,Meh...,1981,-0.8451647620390061,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.2159360620283781,0.569868701409177,2.15493886816133
71,0.48843821157970585,0.9168226942056653,-0.8712088626992811,1213,-0.3994720949407576,0.5776799480752405,0.9786554726168821,-0.22933895944302105,-0.6319067657776419,True,-0.9329056928418054,M,Graduation,Single,OK nice!,1953,0.7407789828284302,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8816024226930741,-1.5121625174324151,0.3849182044527446
